Period,Exporter,Importer,Qty_asperE,Qty_asperI,PrimaryValue_asperE,PrimaryValue_asperI,Qty_mean
2020,GAB,ITA,6.94336e8,3.9225e7,2.16025168054e8,1.7010110527e7,3.667805e8
2020,GAB,KOR,4.59584e8,3.56816e8,1.74057978741e8,1.42436902e8,4.082e8
2020,GAB,MYS,4.36939e8,1.02514e8,1.55012178963e8,3.4891625385e7,2.697265e8
2020,GAB,NLD,6.4745704e8,0.0,1.72333331224e8,0.0,6.4745704e8
2020,GAB,IND,3.516977e8,3.46276e8,1.08298922021e8,9.9489841234e7,3.4898685e8
2020,GAB,SGP,8.433219e8,3.6877152e8,3.90287609687e8,1.43657554553e8,6.0604671e8
2020,GAB,THA,1.686525e8,9.08768e7,4.319058418e7,3.2277274794e7,1.2976465e8
2020,GAB,ARE,3.0,0.0,153.159,0.0,3.0
2020,GAB,GBR,1.63061651e8,4.1099e7,6.4056047204e7,1.3546579963e7,1.020803255e8
2020,GAB,USA,9.5725031e7,0.0,4.9981556421e7,0.0,9.5725031e7
2020,GEO,AZE,33.475,0.0,20.0,0.0,33.475
2020,CHN,GTM,0.0,269.0,0.0,5772.0,269.0
2020,KOR,GTM,0.0,17292.0,0.0,219515.0,17292.0
2020,USA,GTM,0.0,54000.0,0.0,123300.0,54000.0
2020,NGA,GRC,0.0,5.0,0.0,114.22,5.0
2020,DZA,GRC,0.0,1.6791266e9,0.0,5.81449423093e8,1.6791266e9
2020,AZE,GRC,0.0,1.2491949e9,0.0,4.38334341947e8,1.2491949e9
2020,IRQ,GRC,0.0,8.239154e9,0.0,2.283524622069e9,8.239154e9
2020,KAZ,GRC,4.008114e9,4.839669e9,1.28252253898e9,1.627039708705e9,4.4238915e9
2020,LBY,GRC,0.0,1.70275e8,0.0,5.7077319372e7,1.70275e8
2020,NOR,GRC,1.5057e8,1.50346e8,4.2496169646e7,3.7861169207e7,1.50458e8
2020,RUS,GRC,1.7823065e9,2.6825852e9,5.4848109918e8,8.79689100144e8,2.23244585e9
2020,SAU,GRC,0.0,1.6761505e9,0.0,4.59267323494e8,1.6761505e9
2020,TKM,GRC,0.0,1.603712e8,0.0,3.4198812535e7,1.603712e8
2020,EGY,GRC,9.53464440806e8,8.939139e8,2.89147082535e8,3.13724831418e8,9.23689170403e8
2020,GBR,GRC,8.06215e7,8.0212601e7,2.5015739637e7,2.6409705142e7,8.04170505e7
2020,USA,GRC,5.2214487e8,5.98659e8,1.73345948e8,2.30155462567e8,5.60401935e8
2020,VEN,GRC,0.0,5.00409e7,0.0,1.6474689019e7,5.00409e7
2020,_X ,GRC,0.0,7.74194e7,0.0,2.7542269003e7,7.74194e7
2020,GTM,BEL,22.0,0.0,5.0,0.0,22.0
2020,GTM,HND,100.0,0.0,400.0,0.0,100.0
2020,GTM,PAN,6.0,0.0,15.0,0.0,6.0
2020,GTM,USA,2.16579e8,2.2270494e8,6.2788224e7,7.7874517e7,2.1964197e8
2020,GRC,USA,14.0,0.0,1.142,0.0,14.0
2020,GRC,BGR,2.97061e7,0.0,2.031772511e6,0.0,2.97061e7
2020,GRC,TUR,2.98714e7,0.0,7.634136524e6,0.0,2.98714e7
2020,GRC,GBR,2.95131e7,1.24631e8,7.608872291e6,6.885682143e7,7.707205e7
2020,SWE,ISL,0.0,8.661,0.0,292.767,8.661
2020,USA,ISL,0.0,8.0,0.0,165.07,8.0
2020,DZA,IDN,0.0,2.974504e8,0.0,1.2995483e8,2.974504e8
2020,CHN,IDN,0.0,15765.0,0.0,13736.0,15765.0
2020,GNQ,IDN,0.0,1.189281e8,0.0,4.3104114e7,1.189281e8
2020,IRQ,IDN,0.0,1.44252e8,0.0,2.3971473e7,1.44252e8
2020,JPN,IDN,0.0,9.0,0.0,69.0,9.0
2020,MYS,IDN,3.32878e8,1.786930602e9,1.20489187812e8,4.41457193e8,1.059904301e9
2020,NLD,IDN,0.0,0.0,0.0,1196.0,0.0
2020,NGA,IDN,2.501634e9,2.3080934e9,7.26248628508e8,7.78383358e8,2.4048637e9
2020,NOR,IDN,7.18498e7,3.44867e7,2.7064317648e7,1.1549785e7,5.316825e7
2020,SAU,IDN,0.0,4.195822e9,0.0,1.375186386e9,4.195822e9
2020,SDN,IDN,0.0,8.62091e7,0.0,3.9688042e7,8.62091e7
2020,ARE,IDN,0.0,1.018383e8,0.0,2.8929946e7,1.018383e8
2020,GBR,IDN,0.0,150.0,0.0,187.0,150.0
2020,USA,IDN,7.5191418e8,3.85961028e8,2.48122737e8,1.37359543e8,5.68937604e8
2020,BHS,IRL,0.0,7.77334e7,0.0,2.6786081568e7,7.77334e7
2020,DNK,IRL,0.0,5.0,0.0,378.067,5.0
2020,DEU,IRL,0.0,2139.0,0.0,9053.045,2139.0
2020,NOR,IRL,2.37577e8,3.956357e8,8.3259514188e7,1.44464124272e8,3.1660635e8
2020,CHE,IRL,0.0,240.0,0.0,11367.135,240.0
2020,GBR,IRL,2.18838e8,7.8842723e7,6.993103166e7,2.1335294959e7,1.488403615e8
2020,USA,IRL,2.5043613e9,2.3736712e9,6.67049338e8,8.17556805053e8,2.43901625e9
2020,_X ,IRL,0.0,1.715892e8,0.0,5.0191834074e7,1.715892e8
2020,USA,ISR,7.3255275e8,951334.278,2.10947104e8,307000.0,3.66752042139e8
2020,_X ,ISR,0.0,1.1637142321252e10,0.0,3.75536e9,1.1637142321252e10
2020,ALB,ITA,0.0,6.15387e7,0.0,1.4447408765e7,6.15387e7
2020,DZA,ITA,0.0,6.20436e8,0.0,2.38182535075e8,6.20436e8
2020,AZE,ITA,0.0,1.00234e10,0.0,3.627051513303e9,1.00234e10
2020,GNQ,ITA,0.0,6.95592e7,0.0,3.7718672261e7,6.95592e7
2020,DEU,ITA,0.0,72022.0,0.0,111366.394,72022.0
2020,GHA,ITA,0.0,1.21405e8,0.0,2.3401221415e7,1.21405e8
2020,IRQ,ITA,0.0,8.61296e9,0.0,2.537943626338e9,8.61296e9
2020,ISR,ITA,0.0,4.17522e7,0.0,1.2160505076e7,4.17522e7
2020,KAZ,ITA,1.966571e10,3.54245e9,6.534243153e9,1.177466891407e9,1.160408e10
2020,LBY,ITA,0.0,3.49676e9,0.0,1.176790304753e9,3.49676e9
2020,MLT,ITA,0.0,4.07967e7,0.0,1.1966490521e7,4.07967e7
2020,NGA,ITA,3.8549328e9,2.6601e9,1.187555967181e9,9.47312034204e8,3.2575164e9
2020,E19,ITA,0.0,389668.0,0.0,110974.621,389668.0
2020,NOR,ITA,1.132976e9,8.76543e8,3.44756268186e8,2.88362378376e8,1.0047595e9
2020,POL,ITA,0.0,345.0,0.0,3773.816,345.0
2020,RUS,ITA,1.2604779769e10,5.14466e9,3.7418996995e9,1.605706197856e9,8.8747198845e9
2020,SAU,ITA,0.0,6.53014e9,0.0,1.909638925856e9,6.53014e9
2020,SVN,ITA,0.0,19.0,0.0,31.981,19.0
2020,ESP,ITA,0.0,68.0,0.0,813.244,68.0
2020,SSD,ITA,0.0,7.82313e7,0.0,2.4305014839e7,7.82313e7
2020,SDN,ITA,0.0,2.38641e8,0.0,6.9337624966e7,2.38641e8
2020,ARE,ITA,0.0,3.22668e8,0.0,7.6546111871e7,3.22668e8
2020,TUN,ITA,6.6299361e8,2.91505e8,2.555710711e8,8.4888596093e7,4.77249305e8
2020,TUR,ITA,0.0,9.48509e7,0.0,2.9155682532e7,9.48509e7
2020,TKM,ITA,0.0,3.29303e8,0.0,1.09343927352e8,3.29303e8
2020,EGY,ITA,0.0,1.4438e9,0.0,4.49128732635e8,1.4438e9
2020,GBR,ITA,1.96875e9,3.43492e8,6.28763812478e8,1.09908224717e8,1.156121e9
2020,USA,ITA,8.0490411e9,1.72631e9,2.176819835e9,6.02946088645e8,4.88767555e9
2020,VEN,ITA,0.0,7.06875e8,0.0,1.75501131542e8,7.06875e8
2020,CMR,CIV,0.0,1.48269e7,0.0,4.47229181e6,1.48269e7
2020,COL,CIV,0.0,2.19042e8,0.0,6.688486622e7,2.19042e8
2020,ECU,CIV,0.0,1.49715e8,0.0,3.847887035e7,1.49715e8
2020,NGA,CIV,2.816655e9,3.08737e9,8.34516692463e8,1.326871107e9,2.9520125e9
2020,COL,JAM,0.0,3.2836e8,0.0,1.0059899742e8,3.2836e8
2020,USA,JAM,0.0,7.85135e7,0.0,2.585681178e7,7.85135e7
2020,DZA,JPN,0.0,2.97288e8,0.0,1.33190015524e8,2.97288e8
2020,AZE,JPN,0.0,1.38706e8,0.0,4.1772696585e7,1.38706e8
2020,BHR,JPN,0.0,6.28486e8,0.0,1.62569926746e8,6.28486e8
2020,ECU,JPN,0.0,2.2212e9,0.0,6.36231161405e8,2.2212e9
2020,IRQ,JPN,0.0,4.95064e8,0.0,1.54086624916e8,4.95064e8
2020,KAZ,JPN,7.837548e8,7.98969e8,3.8186965628e8,3.49606173365e8,7.913619e8
2020,KWT,JPN,0.0,1.12608e10,0.0,3.883155679037e9,1.12608e10
2020,LBY,JPN,0.0,1.77957e8,0.0,6.5992478444e7,1.77957e8
2020,MYS,JPN,1.35465e9,5.1221e8,4.84297542198e8,1.80523094597e8,9.3343e8
2020,MEX,JPN,0.0,7.50159e7,0.0,3.4845082322e7,7.50159e7
2020,OMN,JPN,0.0,7.36425e8,0.0,3.25917598925e8,7.36425e8
2020,QAT,JPN,8.007371e9,1.00977e10,2.714175904924e9,3.727410821127e9,9.0525355e9
2020,RUS,JPN,5.921309892e9,5.08791e9,2.0855237214e9,1.801255287475e9,5.504609946e9
2020,SAU,JPN,0.0,4.96007e10,0.0,1.7201614540548e10,4.96007e10
2020,VNM,JPN,2.79335886351e8,3.68596e8,1.0705530422e8,1.5609463448e8,3.2396594317550004e8
2020,ARE,JPN,0.0,3.8279e10,0.0,1.3727894690496e10,3.8279e10
2020,USA,JPN,9.5652969e8,1.98062e9,2.51417553e8,7.46046973349e8,1.468574845e9
2020,IRQ,JOR,0.0,1.80659757157e8,0.0,5.8299744637e7,1.80659757157e8
2020,SAU,JOR,0.0,1.544994993215e9,0.0,4.98577076532e8,1.544994993215e9
2020,DZA,KOR,0.0,1.1083193e9,0.0,4.2343216e8,1.1083193e9
2020,AGO,KOR,0.0,5.0,0.0,28.0,5.0
2020,ARG,KOR,0.0,86.45,0.0,462.0,86.45
2020,BHS,KOR,0.0,26.9,0.0,173.0,26.9
2020,BEL,KOR,0.0,91.9,0.0,408.0,91.9
2020,BLZ,KOR,0.0,20.0,0.0,75.0,20.0
2020,CMR,KOR,0.0,30.0,0.0,33.0,30.0
2020,CAN,KOR,0.0,7.67221292e7,0.0,2.2144502e7,7.67221292e7
2020,COL,KOR,0.0,1.50414e8,0.0,4.441189e7,1.50414e8
2020,GNQ,KOR,0.0,3.035182e8,0.0,1.12152572e8,3.035182e8
2020,GIN,KOR,0.0,5.98131e7,0.0,2.3775745e7,5.98131e7
2020,HKG,KOR,0.0,72.0,0.0,344.0,72.0
2020,IDN,KOR,9.37732e7,5.1703484023e7,2.489507092e7,1.4038232e7,7.27383420115e7
2020,IRQ,KOR,0.0,1.1022094e10,0.0,3.515772464e9,1.1022094e10
2020,KAZ,KOR,2.268032e9,2.119988e9,8.870064472e8,7.68771506e8,2.19401e9
2020,KWT,KOR,0.0,1.79569e10,0.0,5.430178394e9,1.79569e10
2020,MYS,KOR,8.0209e8,6.138831e8,2.42476811149e8,2.26387457e8,7.0798655e8
2020,MEX,KOR,0.0,7.040264e9,0.0,2.167532378e9,7.040264e9
2020,OMN,KOR,0.0,5.348562e8,0.0,1.98206577e8,5.348562e8
2020,ABW,KOR,0.0,2.92764e8,0.0,8.3854257e7,2.92764e8
2020,NGA,KOR,2.79526e8,1.1206744e9,1.1062637769e8,5.08859463e8,7.001002e8
2020,NOR,KOR,1.3108591e9,1.16264694e9,3.87268454614e8,3.77993335e8,1.23675302e9
2020,PAN,KOR,0.0,50.0,0.0,191.0,50.0
2020,PNG,KOR,0.0,4.654298e8,0.0,1.61511833e8,4.654298e8
2020,PHL,KOR,9.6267663e7,7.3384945e7,2.37153e7,2.3911274e7,8.4826304e7
2020,TLS,KOR,0.0,7.45836e7,2.63991e7,2.7289594e7,7.45836e7
2020,QAT,KOR,8.318978e8,7.129399e9,2.54479166819e8,2.55948488e9,3.9806484e9
2020,RUS,KOR,1.455348174e10,6.450893e9,5.02680430639e9,2.384347633e9,1.050218737e10
2020,SAU,KOR,0.0,4.442388e10,0.0,1.4563068245e10,4.442388e10
2020,SGP,KOR,0.0,93.5,0.0,357.0,93.5
2020,VNM,KOR,2.43613e7,2.4361301e7,1.070575861e7,1.1373212e7,2.43613005e7
2020,ARE,KOR,0.0,9.983938e9,0.0,3.601530757e9,9.983938e9
2020,GBR,KOR,2.42245e9,1.1934080425e9,8.15087340658e8,3.83405786e8,1.80792902125e9
2020,USA,KOR,1.52927313e10,1.3457491e10,4.567222314e9,5.390114143e9,1.437511115e10
2020,KAZ,LTU,8.48036e8,1.9585558e9,3.3306137328e8,6.61669018e8,1.4032959e9
2020,POL,LTU,0.0,7.87952e7,0.0,2.4977292e7,7.87952e7
2020,RUS,LTU,2.620497006e9,5.00271e9,7.3915739236e8,1.541540716e9,3.811603503e9
2020,SAU,LTU,0.0,8.1114e8,0.0,1.86406083e8,8.1114e8
2020,NLD,KAZ,1594.0,0.0,731.005,1619.8,1594.0
2020,IND,KEN,0.0,3.0,0.0,24.415,3.0
2020,GBR,KEN,0.0,72.0,0.0,15.556,72.0
2020,DEU,LAO,0.0,1812.0,0.0,27435.52,1812.0
2020,THA,MWI,0.0,20.0,0.0,707.387,20.0
2020,DZA,MYS,0.0,2.16652e8,0.0,9.2721184184e7,2.16652e8
2020,AZE,MYS,0.0,1.42157e8,0.0,6.812348781e7,1.42157e8
2020,COL,MYS,0.0,1.64578e8,0.0,3.9729116827e7,1.64578e8
2020,IDN,MYS,6.09072201e8,6.84626e7,1.7646913055e8,1.6241882165e7,3.387674005e8
2020,IRQ,MYS,0.0,2.65157e8,0.0,8.4880230491e7,2.65157e8
2020,KWT,MYS,0.0,1.44247e8,0.0,5.1430432088e7,1.44247e8
2020,LBY,MYS,0.0,580510.0,0.0,308754.968,580510.0
2020,OMN,MYS,0.0,4.73122e8,0.0,1.51799778377e8,4.73122e8
2020,NZL,MYS,1.9681e7,1.96813e7,4.660033839e6,4.021861718e6,1.968115e7
2020,NGA,MYS,8.769738e8,1.21604e8,2.0314554492e8,2.2997251377e7,4.992889e8
2020,PAK,MYS,7.602e7,4.7867e7,2.1995244777e7,1.8030464275e7,6.19435e7
2020,PNG,MYS,9.86661e6,1.52433e8,3.954796011e7,5.8732083147e7,8.1149805e7
2020,RUS,MYS,4.001961e8,5.01243e8,1.1500232018e8,1.54657236439e8,4.5071955e8
2020,SAU,MYS,0.0,4.69943e9,0.0,1.947651510668e9,4.69943e9
2020,VNM,MYS,4.54272179654e8,5.90899e8,1.8358624109e8,2.13348179409e8,5.22585589827e8
2020,THA,MYS,5.26947854e8,2.95605e8,1.57078662726e8,1.16610467894e8,4.11276427e8
2020,ARE,MYS,41.97,1.19071e9,1320.18,3.64512834358e8,5.95355020985e8
2020,USA,MYS,9.9137454e8,7.99355e8,2.68817598e8,3.8998434436e8,8.9536477e8
2020,VEN,MYS,0.0,1.17189e9,0.0,2.24256279218e8,1.17189e9
2020,YEM,MYS,0.0,1.37486e8,0.0,4.961865754e7,1.37486e8
2020,JPN,KEN,0.0,60.0,0.0,164.611,60.0
2020,GRC,MRT,0.0,2.0e6,0.0,662948.948,2.0e6
2020,CHE,MRT,0.0,96800.0,0.0,41072.336,96800.0
2020,CHN,LAO,0.0,3.498365e6,0.0,1.52000109e6,3.498365e6
2020,THA,LAO,0.0,1.323096255e6,0.0,1.79531313e6,1.323096255e6
2020,RUS,KAZ,2.484031e7,1.313628327e7,7.07994925e6,4.28388125e6,1.8988296634999998e7
2020,TKM,KAZ,0.0,487870.0,0.0,90573.07,487870.0
2020,RUS,KGZ,1.936933e6,367249.0,432949.76,200226.0,1.152091e6
2020,DEU,KAZ,0.0,50.0,0.0,42.87,50.0
2020,AUS,LAO,0.0,337.0,0.0,3952.07,337.0
2020,JPN,LAO,0.0,36.59,0.0,88.59,36.59
2020,MYS,LAO,0.0,606030.0,0.0,204298.8,606030.0
2020,SGP,LAO,0.0,3495.77,0.0,12861.08,3495.77
2020,VNM,LAO,0.0,516034.0,0.0,291183.9,516034.0
2020,USA,LAO,0.0,232.14,0.0,4986.65,232.14
2020,IDN,IND,5.3587e8,5.02893e8,1.79004756424e8,1.64332078138e8,5.193815e8
2020,IDN,SGP,7.1839704048e8,3.8216283e8,2.3981960569e8,1.46201956443e8,5.5027993524e8
2020,IDN,THA,1.5969496e9,1.8768537e9,5.16701390853e8,6.29706252297e8,1.73690165e9
2020,IRN,S19,0.0,0.0,7.8534770054e9,0.0,0.0
2020,IRN,E19,0.0,0.0,9.32142748e7,0.0,0.0
2020,IRN,_X ,0.0,0.0,1.422584814e8,0.0,0.0
2020,IRL,GBR,1731.0,483110.0,6272.94,79998.964,242420.5
2020,IRL,X1 ,4.09396e7,0.0,2.1871527426e7,0.0,4.09396e7
2020,IRL,_X ,4.99476e7,0.0,2.5142825885e7,0.0,4.99476e7
2020,ITA,BEL,0.0,0.0,991019.506,0.0,0.0
2020,ITA,DNK,2.0,0.0,36.55,0.0,2.0
2020,ITA,DEU,7.652635e7,0.0,2.7227801885e7,0.0,7.652635e7
2020,ITA,GIB,2.98033e7,0.0,8.5538099e6,0.0,2.98033e7
2020,ITA,HUN,2.3166e6,0.0,786392.808,0.0,2.3166e6
2020,ITA,ISR,2.78998e7,0.0,3.706622478e6,0.0,2.78998e7
2020,ITA,MLT,2.76068e6,0.0,2.105159746e6,0.0,2.76068e6
2020,ITA,NLD,8.41199e7,1.15162e8,2.5655145336e7,3.0674726685e7,9.964095e7
2020,ITA,E19,2.0,0.0,1.142,0.0,2.0
2020,ITA,ROU,3.0,0.0,109.651,0.0,3.0
2020,ITA,SVK,1.85771e6,0.0,625313.475,0.0,1.85771e6
2020,ITA,SVN,20.0,0.0,320.957,0.0,20.0
2020,ITA,ESP,5.68779e8,0.0,1.48556714196e8,0.0,5.68779e8
2020,ITA,GBR,2.48998e7,0.0,5.740269332e6,0.0,2.48998e7
2020,ITA,USA,5.31499e7,5.5119735e7,3.724071806e6,6.820296e6,5.41348175e7
2020,CIV,CAN,1.45496e8,1.29545439983e8,4.281500716e7,4.2251511534e7,1.375207199915e8
2020,CIV,DEU,8.9616e7,0.0,2.792459451e7,0.0,8.9616e7
2020,CIV,NLD,1.0,0.0,10.57,0.0,1.0
2020,CIV,IND,9.4777e7,9.4777e7,2.486007954e7,2.6092918892e7,9.4777e7
2020,CIV,SGP,6.4911e7,0.0,2.662484443e7,0.0,6.4911e7
2020,CIV,ZAF,8.2757e7,0.0,2.388153364e7,0.0,8.2757e7
2020,CIV,ESP,1.86701e8,0.0,8.012687696e7,0.0,1.86701e8
2020,CIV,GBR,3.80468e8,2.72489e8,8.675138499e7,6.5204082286e7,3.264785e8
2020,KOR,IDN,700.0,0.0,3163.0,0.0,700.0
2020,KOR,ISR,1.744,0.0,11.0,0.0,1.744
2020,KOR,NLD,700.0,852.0,60.0,438.603,776.0
2020,KWT,_X ,0.0,0.0,2.8629492308e10,0.0,0.0
2020,LBN,COG,275.0,0.0,115.0,0.0,275.0
2020,LTU,POL,3.664782e7,3.74105e7,1.229972e7,1.2403429e7,3.702916e7
2020,LTU,UKR,124700.0,0.0,30404.0,0.0,124700.0
2020,MEX,S19,1.270869372181e10,0.0,3.85403121e9,0.0,1.270869372181e10
2020,MEX,E19,6.86803735741e9,0.0,2.082797092e9,0.0,6.86803735741e9
2020,MEX,A79,2.8842836852104e10,0.0,8.746862254e9,0.0,2.8842836852104e10
2020,MYS,NZL,5.7766e8,5.68294e8,2.15933994115e8,2.35641226977e8,5.72977e8
2020,MYS,NGA,2.59909e7,0.0,5.571049688e6,0.0,2.59909e7
2020,MYS,PNG,3.02919e7,4.1358534618e7,8.990683324e6,1.3489171079e7,3.5825217309e7
2020,MYS,PHL,1.23791e8,1.92990861e8,5.251309637e7,7.5270869e7,1.583909305e8
2020,MYS,IND,2.78006e9,2.42972e9,9.11545129951e8,9.14847926729e8,2.60489e9
2020,MYS,SGP,1.08788e9,9.7103324e8,3.66439997525e8,3.46193004911e8,1.02945662e9
2020,MYS,VNM,1.47171e7,0.0,4.679142965e6,0.0,1.47171e7
2020,MYS,THA,2.1410287e9,2.86802822e9,7.26679700632e8,1.047578145647e9,2.50452846e9
2020,KAZ,BGR,5.177665e8,0.0,1.8152250289e8,0.0,5.177665e8
2020,KAZ,FIN,6.70947e8,0.0,1.8247236526e8,0.0,6.70947e8
2020,KAZ,GEO,8.02368e7,0.0,5.42212546e6,0.0,8.02368e7
2020,KAZ,DEU,1.86326e7,0.0,4.64036409e6,0.0,1.86326e7
2020,KAZ,ISR,1.06895e9,0.0,3.0769902415e8,0.0,1.06895e9
2020,KAZ,MYS,2.283878e8,0.0,5.42793371e7,0.0,2.283878e8
2020,KAZ,NLD,7.929919e9,0.0,2.54903327692e9,0.0,7.929919e9
2020,KAZ,POL,6.996096e8,2.7778954e9,2.5060398359e8,9.31090886e8,1.7387525e9
2020,KAZ,ROU,3.485523e9,3.5985211e9,1.23588902639e9,1.21744883453e9,3.54202205e9
2020,KAZ,IND,4.8605218e9,3.344882e9,1.83171727316e9,1.25232727506e9,4.1027019e9
2020,KAZ,SGP,2.15416e8,1.35437e8,7.605882044e7,4.3665574065e7,1.754265e8
2020,KAZ,ESP,3.363198e9,0.0,1.08360265128e9,0.0,3.363198e9
2020,KAZ,SWE,2.60613e6,0.0,1.08817093e6,0.0,2.60613e6
2020,KAZ,CHE,4.332322e9,0.0,1.27344686001e9,0.0,4.332322e9
2020,KAZ,ARE,1.135608e8,0.0,3.611527505e7,0.0,1.135608e8
2020,KAZ,TUR,3.473162e9,0.0,1.24380859497e9,0.0,3.473162e9
2020,KAZ,USA,6.84752e8,8.7829692e8,2.4593524502e8,2.55454227e8,7.8152446e8
2020,KEN,SOM,100.0,0.0,331.026,0.0,100.0
2020,KAZ,BLR,1.0161e6,1.164842198e6,375957.0,375900.0,1.090471099e6
2020,KAZ,KGZ,214240.0,0.0,46133.0,0.0,214240.0
2020,KAZ,RUS,7.0114478e7,2.532328995e6,1.647677756e7,570968.64,3.63234034975e7
2020,KAZ,UZB,4.6484172e8,2.4301098e8,1.3178645264e8,9.804697798e7,3.5392635e8
2020,KGZ,UZB,4.3526519e7,3.95837e7,8.483855e6,9.174857e6,4.15551095e7
2020,KEN,UGA,1230.0,8615.0,1634.088,8165.0,4922.5
2020,KEN,X1 ,28.0,0.0,27.806,0.0,28.0
2020,KGZ,TJK,7.981667e6,1.00799e7,1.856261e6,2.656214e6,9.0307835e6
2020,LAO,THA,3000.0,0.0,150.0,0.0,3000.0
2020,AZE,S19,0.0,1.38317e8,0.0,5.2432716133e7,1.38317e8
2020,BRA,S19,0.0,1.53203e8,0.0,4.7787815546e7,1.53203e8
2020,TCD,S19,0.0,4.70999e8,0.0,2.25034748581e8,4.70999e8
2020,GHA,S19,0.0,1.32207e8,0.0,4.6701986237e7,1.32207e8
2020,IRQ,S19,0.0,1.911175e9,0.0,6.74026001094e8,1.911175e9
2020,KWT,S19,0.0,7.289847e9,0.0,2.373635181462e9,7.289847e9
2020,OMN,S19,0.0,1.295063e9,0.0,5.32821016467e8,1.295063e9
2020,NGA,S19,5.16923e8,3.891e8,1.27462411869e8,1.11183275255e8,4.530115e8
2020,QAT,S19,5.14125e8,5.41955e8,1.11398143216e8,1.49264371988e8,5.2804e8
2020,SAU,S19,0.0,1.2163679e10,0.0,4.1116209198e9,1.2163679e10
2020,ARE,S19,0.0,3.542398e9,0.0,1.216138825416e9,3.542398e9
2020,USA,S19,9.3578178e9,6.655516e9,2.60087533e9,2.618352639729e9,8.0066669e9
2020,ESP,MAR,0.0,3543.0,0.0,4734.097,3543.0
2020,QAT,OMN,0.0,8.0,0.0,13.004,8.0
2020,ARE,OMN,469804.0,53876.0,305652.687,23310.791,261840.0
2020,GBR,OMN,0.0,0.0,0.0,410.923,0.0
2020,IND,NPL,0.0,1000.0,0.0,984.2,1000.0
2020,DZA,NLD,0.0,1.552068e9,0.0,5.27143621755e8,1.552068e9
2020,AUS,NLD,0.0,2521.0,0.0,1264.411,2521.0
2020,AUT,NLD,0.0,38070.0,0.0,18716.024,38070.0
2020,BHR,NLD,0.0,203.0,0.0,98.229,203.0
2020,BRN,NLD,0.0,2038.0,0.0,981.146,2038.0
2020,BGR,NLD,0.0,274673.0,0.0,134985.865,274673.0
2020,CMR,NLD,0.0,8.552845e8,0.0,2.69977414519e8,8.552845e8
2020,TCD,NLD,0.0,2.931e7,0.0,8.543525567e6,2.931e7
2020,CHN,NLD,0.0,21.0,0.0,10.28,21.0
2020,COL,NLD,0.0,18140.0,0.0,8436.26,18140.0
2020,COD,NLD,0.0,4.8199e7,0.0,1.3437280319e7,4.8199e7
2020,CYP,NLD,0.0,19.0,0.0,7.995,19.0
2020,GNQ,NLD,0.0,5580.0,0.0,2775.536,5580.0
2020,EST,NLD,0.0,7.0,0.0,3.427,7.0
2020,FIN,NLD,0.0,3.0,0.0,1.142,3.0
2020,FRA,NLD,0.0,1.3567447e7,0.0,4.076795637e6,1.3567447e7
2020,DEU,NLD,0.0,761778.0,0.0,594843.113,761778.0
2020,GHA,NLD,0.0,3.83196e8,0.0,1.73289661904e8,3.83196e8
2020,GRL,NLD,0.0,273.0,0.0,147.343,273.0
2020,HUN,NLD,0.0,3142.0,0.0,1562.524,3142.0
2020,IRN,NLD,0.0,9.9704e7,0.0,3.2412332327e7,9.9704e7
2020,IRQ,NLD,0.0,2.43313e9,0.0,7.54527686218e8,2.43313e9
2020,IRL,NLD,0.0,2.0,0.0,1.142,2.0
2020,KWT,NLD,0.0,1.2646e9,0.0,2.98563531878e8,1.2646e9
2020,LVA,NLD,0.0,79.0,0.0,38.835,79.0
2020,LBY,NLD,0.0,2.39905e8,0.0,7.5826196012e7,2.39905e8
2020,LUX,NLD,0.0,8963.0,0.0,4414.588,8963.0
2020,MYS,NLD,0.0,1658.0,0.0,764.129,1658.0
2020,MLT,NLD,0.0,16.0,0.0,6.853,16.0
2020,MUS,NLD,0.0,659.0,0.0,302.682,659.0
2020,MEX,NLD,0.0,260.0,0.0,127.926,260.0
2020,S19,NLD,0.0,114.0,0.0,45.688,114.0
2020,OMN,NLD,0.0,215.0,0.0,98.229,215.0
2020,NGA,NLD,9.6419708e9,5.750765e9,2.758518625035e9,1.983701635207e9,7.6963679e9
2020,NOR,NLD,1.072263183e10,7.133074e9,3.106289812287e9,2.46698192316e9,8.927852915e9
2020,PAN,NLD,0.0,229.0,0.0,110.793,229.0
2020,PER,NLD,45.0,309.0,60.0,137.064,177.0
2020,POL,NLD,0.0,84.0,0.0,43.403,84.0
2020,PRT,NLD,0.0,114.0,0.0,55.968,114.0
2020,QAT,NLD,43453.515,99692.0,33507.223,48672.398,71572.7575
2020,ROU,NLD,0.0,40839.0,0.0,20076.379,40839.0
2020,RUS,NLD,3.179212886e10,1.8494058e10,9.41828124311e9,5.721983790622e9,2.514309343e10
2020,SAU,NLD,0.0,3.4029e9,0.0,9.27883442436e8,3.4029e9
2020,IND,NLD,0.0,1.78103e7,0.0,4.928319888e6,1.78103e7
2020,SVK,NLD,0.0,16808.0,0.0,8259.219,16808.0
2020,SVN,NLD,0.0,15487.0,0.0,7605.883,15487.0
2020,ZAF,NLD,0.0,1250.0,0.0,601.937,1250.0
2020,ESP,NLD,0.0,32.0,0.0,110.793,32.0
2020,SWE,NLD,0.0,1210.0,0.0,606.506,1210.0
